Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",predicted_Tmelt_K,uncertainty_K,similarity_score,screening_status,passes_DES_rule,violation_T1,violation_T2,RoomTemp_flag,WarmTemp_flag,feature_extrapolation,high_uncertainty,physically_reasonable,ranking_score_room,ranking_score_warm
butyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.076923,0.923077,182.51,182.43736,21.82,0.7459,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(trioctyl)azanium;chloride,"benzene-1,4-diol",0.5,0.5,195.15,195.49387,27.31,0.4306,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,True,True,,
tetrabutylazanium;bromide,2-[bis(2-hydroxyethyl)amino]ethanol,0.25,0.75,196.57,198.23154,19.82,0.8609,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetraheptylazanium;chloride,2-[4-(2-methylpropyl)phenyl]propanoic acid,0.7,0.3,200.33,200.7011,27.77,0.404,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,True,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.111111,0.888889,203.86,204.90443,19.17,0.8982,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.1111,0.8889,203.9,203.54518,19.17,0.8982,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,2-(2-hydroxyethylamino)ethanol,0.142857,0.857143,205.39,206.09378,21.12,0.7865,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.090909,0.909091,206.11,205.51602,19.54,0.8769,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.066667,0.933333,206.37,206.90604,20.88,0.8001,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(trioctyl)azanium;chloride,4-hydroxybenzonitrile,0.3333,0.6667,210.15,210.35545,28.57,0.3579,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,True,True,,
methyl(trioctyl)azanium;chloride,4-hydroxybenzonitrile,0.5,0.5,211.15,210.94037,27.68,0.409,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,True,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.142857,0.857143,211.16,210.70552,20.57,0.8177,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
azanium;thiocyanate,"propane-1,2,3-triol",0.25,0.75,212.3,212.0999,21.09,0.7877,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
azanium;thiocyanate,"propane-1,2,3-triol",0.2,0.8,213.6,215.04797,21.08,0.7882,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl(tripropyl)azanium;chloride,2-hydroxypropanoic acid,0.245,0.755,216.279,216.78998,21.41,0.7697,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl(tripropyl)azanium;chloride,2-hydroxypropanoic acid,0.199,0.801,220.155,219.95908,21.59,0.759,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl(tripropyl)azanium;chloride,2-hydroxypropanoic acid,0.284,0.716,221.705,221.29774,21.14,0.7851,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
azanium;thiocyanate,"propane-1,2,3-triol",0.3333,0.6667,221.8,221.72244,21.13,0.7857,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.2,0.8,223.81,223.07077,19.68,0.869,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.2,0.8,223.88,224.79175,22.64,0.6991,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.166667,0.833333,224.6,224.78374,19.78,0.8632,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
azanium;thiocyanate,"ethane-1,2-diol",0.25,0.75,225.7,224.17381,22.17,0.7257,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl(tripropyl)azanium;chloride,2-hydroxypropanoic acid,0.331,0.669,226.357,226.68991,22.1,0.7301,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.25,0.75,226.9,230.2681,20.9,0.7989,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",0.29,0.71,229.0,230.77602,20.42,0.8263,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.333333,0.666667,230.03,230.30682,22.08,0.731,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,"propane-1,2,3-triol",0.166667,0.833333,230.37,230.138,21.89,0.7422,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,"propane-1,2,3-triol",0.2,0.8,230.54,231.8539,21.21,0.7811,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,"propane-1,2,3-triol",0.25,0.75,231.51,230.41008,21.86,0.7439,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
azanium;thiocyanate,"propane-1,2,3-triol",0.4,0.6,234.5,234.22784,23.2,0.6665,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.2,0.8,236.71,238.73048,17.91,0.9706,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.333,0.667,237.0,238.00063,18.93,0.9123,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,furan-2-ylmethanol,0.25,0.75,237.4,239.74283,18.08,0.961,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.167,0.833,237.71,237.83127,18.19,0.9545,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,pentanoic acid,0.3333,0.6667,237.84,237.80177,22.98,0.6791,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,pentanoic acid,0.25,0.75,238.19,237.04555,21.92,0.74,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,pentanoic acid,0.2,0.8,238.26,239.45781,21.92,0.74,REJECTED_DES_RULE,False,False,True,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,furan-2-ylmethanol,0.2,0.8,238.6,236.49669,18.08,0.961,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,furan-2-ylmethanol,0.166667,0.833333,239.4,239.41162,18.32,0.9473,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,urea,0.3333,0.6667,240.15,240.99002,22.31,0.7177,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.25,0.75,240.5,241.5011,18.68,0.9266,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.25,0.75,241.15,240.508,18.54,0.9345,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.25,0.75,241.36,238.5844,23.8,0.6321,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.398,0.602,241.63,241.93968,24.29,0.6042,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
diethyl(2-hydroxyethyl)azanium;chloride,"ethane-1,2-diol",0.333333,0.666667,242.15,242.16086,20.34,0.831,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,"ethane-1,2-diol",0.25,0.75,242.27,243.63754,22.03,0.7339,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",0.33,0.67,243.0,242.31667,18.32,0.947,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,"ethane-1,2-diol",0.333333,0.666667,243.02,242.92471,21.79,0.7478,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",0.333,0.667,243.14,242.85677,18.28,0.9494,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl(tripropyl)azanium;chloride,2-hydroxypropanoic acid,0.496,0.504,244.961,244.87444,22.95,0.6813,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.186,0.814,246.377,246.65503,23.45,0.6523,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.303,0.697,247.577,247.83374,24.63,0.5845,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,"ethane-1,2-diol",0.33,0.67,248.22,249.57838,20.49,0.8225,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.28,0.72,249.07,249.13942,19.65,0.8707,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,"propane-1,2,3-triol",0.2,0.8,249.09,244.63206,19.38,0.8862,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
triphenyl(prop-2-enyl)phosphanium;bromide,"propane-1,2,3-triol",0.0667,0.9333,249.39,249.428,23.67,0.6398,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.25,0.75,249.4,250.14426,18.76,0.9216,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.184,0.816,249.559,249.28142,23.77,0.6337,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,"ethane-1,2-diol",0.2,0.8,249.75,250.07574,17.98,0.9664,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.203,0.797,250.3,250.24553,19.07,0.904,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
diethyl(2-hydroxyethyl)azanium;chloride,"ethane-1,2-diol",0.25,0.75,250.9,250.94037,21.32,0.7747,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,oxalic acid,0.5,0.5,250.99,252.39244,23.97,0.6223,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.198,0.802,251.081,251.62964,20.72,0.8091,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.166,0.834,251.4,253.39731,18.91,0.9131,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
diethyl(2-hydroxyethyl)azanium;chloride,"ethane-1,2-diol",0.2,0.8,251.48,251.46858,21.4,0.7702,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.166667,0.833333,251.6,251.7964,19.79,0.8627,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,butanoic acid,0.25,0.75,252.94,253.91756,20.47,0.8238,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.25,0.75,253.1,253.48459,19.76,0.8644,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
didodecyl(dimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,0.3333,0.6667,253.15,254.62767,21.03,0.7913,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
bis(trifluoromethylsulfonyl)azanide;trimethylsulfanium,formamide,0.2857,0.7143,253.5205,254.02663,24.52,0.591,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.104,0.896,253.524,253.68317,23.2,0.6666,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
triphenyl(prop-2-enyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,253.63,253.73784,21.51,0.7636,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,253.95,256.60416,18.07,0.9613,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,propanoic acid,0.5,0.5,254.01,253.32416,24.98,0.5643,REJECTED_DES_RULE,False,False,True,False,False,False,False,True,,
hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,254.09,254.23997,24.39,0.5982,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,254.3,253.91634,19.68,0.869,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,acetic acid,0.5,0.5,254.7,255.95326,22.86,0.6861,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,propanedioic acid,0.5,0.5,255.17,254.5242,24.71,0.5801,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,butanoic acid,0.3333,0.6667,255.19,254.75232,21.02,0.7919,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,2-aminoethanol,0.2,0.8,255.45,257.8616,19.53,0.8775,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.167,0.833,255.6,257.04306,19.28,0.8919,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,"ethane-1,2-diol",0.166667,0.833333,255.65,255.46939,18.33,0.9464,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,"ethane-1,2-diol",0.2,0.8,256.31,254.991,21.92,0.7401,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetraheptylazanium;chloride,decanoic acid,0.33,0.67,256.5,258.4447,19.61,0.873,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,"propane-1,2,3-triol",0.25,0.75,257.05,256.53278,18.78,0.9209,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,257.09,258.55524,18.73,0.9234,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,2-aminoethanol,0.166667,0.833333,257.6,257.727,19.83,0.8606,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,"propane-1,2,3-triol",0.333333,0.666667,258.15,257.993,18.99,0.9085,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.143,0.857,258.77,259.77704,19.25,0.8937,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-acetyloxyethyl(trimethyl)azanium;chloride,urea,0.3333,0.6667,259.15,258.965,24.53,0.5903,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,"ethane-1,2-diol",0.25,0.75,259.85,259.39984,17.98,0.9664,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,butanoic acid,0.2,0.8,260.0,259.3088,20.47,0.8238,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.2,0.8,260.2,259.96948,19.39,0.8859,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.167,0.833,260.46,260.29163,18.35,0.9456,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.285714,0.714286,261.15,260.71997,20.07,0.8464,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,decanoic acid,0.33,0.67,261.2,261.69183,20.31,0.8326,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.34,0.66,261.71,261.42603,18.77,0.9213,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.25,0.75,262.0,260.7216,18.84,0.9173,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetraethylazanium;bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,262.09,263.16122,21.34,0.7738,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.333,0.667,262.28,262.40094,21.92,0.7403,REJECTED_DES_RULE,False,False,True,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.2,0.8,263.0,263.8834,19.0,0.908,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.166667,0.833333,263.2,262.95966,18.84,0.9174,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,263.55,262.57712,18.07,0.9613,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,263.96,263.5066,18.03,0.9635,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,264.9,263.60977,20.9,0.7989,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,2-aminoethanol,0.25,0.75,265.15,263.50766,19.96,0.8531,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.25,0.75,265.19,261.18097,17.91,0.9706,REJECTED_DES_RULE,False,False,True,False,False,False,False,True,,
tetrapropylazanium;bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,265.61,264.11865,18.8,0.9198,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
didodecyl(dimethyl)azanium;chloride,2-phenylacetic acid,0.3333,0.6667,266.15,265.88678,23.46,0.6517,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl-bis(2-hydroxyethyl)-methylazanium;chloride,urea,0.3333,0.6667,267.15,266.60538,23.31,0.6606,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,hexanoic acid,0.2,0.8,267.44,267.4119,20.65,0.813,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,hexanoic acid,0.3333,0.6667,267.7,268.55338,21.02,0.792,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,hexanoic acid,0.25,0.75,267.79,267.61316,20.65,0.813,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,"propane-1,2,3-triol",0.2,0.8,268.45,268.34122,20.01,0.8502,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
bis(trifluoromethylsulfonyl)azanide;trimethylsulfanium,formamide,0.4032,0.5968,268.6784,268.5363,24.84,0.5725,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
Xylitol,ChCl,0.333333333,0.666666667,269.15,269.1681,25.63,0.5273,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,True,True,,
methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.111111,0.888889,269.37,268.38885,20.79,0.805,REJECTED_DES_RULE,False,False,True,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",0.36,0.64,270.0,271.5297,19.16,0.8987,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
Xylitol,ChCl,0.5,0.5,270.15,271.91733,21.27,0.7777,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
bis(trifluoromethylsulfonyl)azanide;trimethylsulfanium,formamide,0.2063,0.7937,271.71,271.38522,24.47,0.5934,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
diethyl(2-hydroxyethyl)azanium;chloride,"propane-1,2,3-triol",0.333333,0.666667,271.82,271.3616,18.97,0.91,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl(trimethyl)azanium;chloride,4-methylbenzenesulfonic acid,0.7,0.3,272.15,272.48676,23.61,0.6433,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(trioctyl)azanium;chloride,decanoic acid,0.33,0.67,273.1,273.4136,23.14,0.6699,REJECTED_DES_RULE,False,True,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.333333,0.666667,273.15,274.1186,24.12,0.6139,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"3,4-dimethylphenol",0.33,0.67,273.16,274.54395,19.29,0.8913,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,2-aminoethanol,0.142857,0.857143,273.58,273.06702,20.65,0.8132,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,273.65,273.3435,18.03,0.9635,REJECTED_DES_RULE,False,False,True,False,False,False,False,True,,
tetrabutylazanium;bromide,octanoic acid,0.3333,0.6667,273.73,274.64145,19.13,0.9007,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
diethyl(2-hydroxyethyl)azanium;chloride,"propane-1,2,3-triol",0.25,0.75,274.85,274.39117,19.78,0.8631,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,(Z)-octadec-9-enoic acid,0.3333,0.6667,275.01,274.71616,19.02,0.9069,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetraoctylazanium;chloride,decanoic acid,0.33,0.67,275.1,273.6758,19.81,0.8617,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
diethyl(2-hydroxyethyl)azanium;chloride,"propane-1,2,3-triol",0.2,0.8,275.15,275.93146,19.5,0.8795,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,85.855,
benzyl(trimethyl)azanium;chloride,oxalic acid,0.5,0.5,275.15,275.58307,24.01,0.62,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,75.167,
Xylitol,ChCl,0.4,0.6,275.15,275.0729,24.15,0.6123,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,74.409,
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.103,0.897,275.362,275.27698,22.79,0.6903,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,77.709,
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.125,0.875,276.69,275.99265,19.58,0.8749,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,85.725,
bis(trifluoromethylsulfonyl)azanide;trimethylsulfanium,formamide,0.5016,0.4984,276.7626,277.02625,24.5,0.5921,REJECTED_DES_RULE,False,False,True,True,False,False,False,True,55.325,
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.142857,0.857143,276.84,277.04886,19.51,0.8789,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,86.817,
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.166667,0.833333,276.95,275.73898,20.05,0.8475,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,84.405,
Xylitol,ChCl,0.6,0.4,277.15,276.99783,21.57,0.7602,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,82.024,
azanium;thiocyanate,acetamide,0.25,0.75,278.15,278.91928,24.7,0.5807,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,76.539,
didodecyl(dimethyl)azanium;chloride,2-hydroxyacetic acid,0.25,0.75,278.15,278.09106,23.18,0.6678,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,79.292,
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.333333,0.666667,278.15,279.59338,19.49,0.8799,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,89.102,
benzyl(triethyl)azanium;chloride,oxalic acid,0.5,0.5,278.15,276.18262,23.93,0.6247,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,75.884,
