Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",predicted_Tmelt_K,uncertainty_K,similarity_score,screening_status,passes_DES_rule,violation_T1,violation_T2,RoomTemp_flag,WarmTemp_flag,feature_extrapolation,high_uncertainty,physically_reasonable,ranking_score_room,ranking_score_warm
butyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.076923,0.923077,182.51,183.08896,19.99,0.7145,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(trioctyl)azanium;chloride,"benzene-1,4-diol",0.5,0.5,195.15,195.29904,22.2,0.5724,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,2-[bis(2-hydroxyethyl)amino]ethanol,0.25,0.75,196.57,197.88379,20.89,0.6571,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetraheptylazanium;chloride,2-[4-(2-methylpropyl)phenyl]propanoic acid,0.7,0.3,200.33,200.85397,25.36,0.3694,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,True,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.111111,0.888889,203.86,207.10458,16.09,0.9656,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.1111,0.8889,203.9,203.75111,16.09,0.9656,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,2-(2-hydroxyethylamino)ethanol,0.142857,0.857143,205.39,205.90816,19.03,0.7767,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.090909,0.909091,206.11,204.76082,16.2,0.9584,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.066667,0.933333,206.37,206.82634,16.6,0.9324,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(trioctyl)azanium;chloride,4-hydroxybenzonitrile,0.3333,0.6667,210.15,209.98863,20.83,0.6608,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(trioctyl)azanium;chloride,4-hydroxybenzonitrile,0.5,0.5,211.15,211.12888,21.0,0.6499,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.142857,0.857143,211.16,209.55247,16.51,0.9384,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
azanium;thiocyanate,"propane-1,2,3-triol",0.25,0.75,212.3,212.80682,18.37,0.8189,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
azanium;thiocyanate,"propane-1,2,3-triol",0.2,0.8,213.6,213.0132,18.96,0.7812,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl(tripropyl)azanium;chloride,2-hydroxypropanoic acid,0.245,0.755,216.279,216.73419,17.9,0.8493,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl(tripropyl)azanium;chloride,2-hydroxypropanoic acid,0.199,0.801,220.155,219.84525,18.66,0.8,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl(tripropyl)azanium;chloride,2-hydroxypropanoic acid,0.284,0.716,221.705,221.27061,17.68,0.8632,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
azanium;thiocyanate,"propane-1,2,3-triol",0.3333,0.6667,221.8,221.30254,18.45,0.8135,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.2,0.8,223.81,223.3646,17.25,0.8909,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.2,0.8,223.88,222.99968,17.14,0.8982,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.166667,0.833333,224.6,227.93213,17.44,0.879,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
azanium;thiocyanate,"ethane-1,2-diol",0.25,0.75,225.7,225.56653,20.83,0.661,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl(tripropyl)azanium;chloride,2-hydroxypropanoic acid,0.331,0.669,226.357,226.744,17.94,0.8464,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.25,0.75,226.9,227.37021,17.39,0.882,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",0.29,0.71,229.0,230.57298,17.01,0.9061,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.333333,0.666667,230.03,233.00566,17.3,0.888,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,"propane-1,2,3-triol",0.166667,0.833333,230.37,229.51231,17.83,0.8534,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,"propane-1,2,3-triol",0.2,0.8,230.54,235.059,17.67,0.8639,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,"propane-1,2,3-triol",0.25,0.75,231.51,228.86726,18.13,0.8345,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
azanium;thiocyanate,"propane-1,2,3-triol",0.4,0.6,234.5,235.0077,19.36,0.755,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.2,0.8,236.71,240.39432,16.83,0.9178,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.333,0.667,237.0,237.73297,19.35,0.7558,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,furan-2-ylmethanol,0.25,0.75,237.4,238.90329,18.23,0.8278,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.167,0.833,237.71,238.67807,16.79,0.9203,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,pentanoic acid,0.3333,0.6667,237.84,237.13882,17.55,0.8715,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,pentanoic acid,0.25,0.75,238.19,237.84915,17.2,0.8943,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,pentanoic acid,0.2,0.8,238.26,239.19795,17.25,0.891,REJECTED_DES_RULE,False,False,True,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,furan-2-ylmethanol,0.2,0.8,238.6,237.28873,17.94,0.8467,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,furan-2-ylmethanol,0.166667,0.833333,239.4,238.97969,18.11,0.8354,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,urea,0.3333,0.6667,240.15,240.59012,24.38,0.4323,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.25,0.75,240.5,240.68507,19.41,0.7518,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.25,0.75,241.15,242.52777,17.7,0.8621,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.25,0.75,241.36,241.30246,17.66,0.8645,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.398,0.602,241.63,242.48189,18.32,0.8222,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
diethyl(2-hydroxyethyl)azanium;chloride,"ethane-1,2-diol",0.333333,0.666667,242.15,242.19225,19.33,0.7574,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,"ethane-1,2-diol",0.25,0.75,242.27,245.58344,17.92,0.848,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",0.33,0.67,243.0,241.49213,16.35,0.9489,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,"ethane-1,2-diol",0.333333,0.666667,243.02,241.90051,18.39,0.8175,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",0.333,0.667,243.14,244.6413,16.33,0.95,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl(tripropyl)azanium;chloride,2-hydroxypropanoic acid,0.496,0.504,244.961,244.98132,19.95,0.7171,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.186,0.814,246.377,247.61493,18.59,0.8046,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.303,0.697,247.577,248.69383,18.71,0.7969,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,"ethane-1,2-diol",0.33,0.67,248.22,248.16151,18.46,0.8133,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.28,0.72,249.07,247.96587,17.56,0.8712,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,"propane-1,2,3-triol",0.2,0.8,249.09,244.21715,18.38,0.818,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
triphenyl(prop-2-enyl)phosphanium;bromide,"propane-1,2,3-triol",0.0667,0.9333,249.39,249.93643,21.32,0.6294,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.25,0.75,249.4,249.2725,16.91,0.9129,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.184,0.816,249.559,247.04942,18.52,0.8094,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,"ethane-1,2-diol",0.2,0.8,249.75,251.25476,18.53,0.8084,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.203,0.797,250.3,250.59912,16.59,0.9331,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
diethyl(2-hydroxyethyl)azanium;chloride,"ethane-1,2-diol",0.25,0.75,250.9,252.64392,18.81,0.7906,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,oxalic acid,0.5,0.5,250.99,252.01744,22.0,0.5855,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.198,0.802,251.081,251.30269,20.12,0.7067,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.166,0.834,251.4,255.08313,16.45,0.9422,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
diethyl(2-hydroxyethyl)azanium;chloride,"ethane-1,2-diol",0.2,0.8,251.48,249.72995,19.09,0.7727,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.166667,0.833333,251.6,250.76558,18.71,0.7972,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,butanoic acid,0.25,0.75,252.94,254.07166,17.24,0.8917,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.25,0.75,253.1,250.01686,16.91,0.913,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
didodecyl(dimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,0.3333,0.6667,253.15,253.82307,22.2,0.5726,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
bis(trifluoromethylsulfonyl)azanide;trimethylsulfanium,formamide,0.2857,0.7143,253.5205,253.94766,19.57,0.7414,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.104,0.896,253.524,254.355,18.57,0.8059,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
triphenyl(prop-2-enyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,253.63,253.07538,19.79,0.7279,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,253.95,256.63168,19.21,0.7649,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,propanoic acid,0.5,0.5,254.01,254.5996,20.85,0.6592,REJECTED_DES_RULE,False,False,True,False,False,False,False,True,,
hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,254.09,254.12874,32.65,0.0,OUTSIDE_TARGET_RANGE,True,False,False,False,False,True,True,True,,
methyl(triphenyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,254.3,256.22263,18.71,0.7971,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,acetic acid,0.5,0.5,254.7,254.76157,20.79,0.6635,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,propanedioic acid,0.5,0.5,255.17,254.79657,21.89,0.5929,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,butanoic acid,0.3333,0.6667,255.19,255.01414,17.68,0.8631,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,2-aminoethanol,0.2,0.8,255.45,257.59116,17.12,0.8992,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.167,0.833,255.6,257.60492,16.54,0.9366,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,"ethane-1,2-diol",0.166667,0.833333,255.65,255.26624,18.78,0.7923,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,"ethane-1,2-diol",0.2,0.8,256.31,252.45306,18.17,0.8318,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetraheptylazanium;chloride,decanoic acid,0.33,0.67,256.5,260.72995,20.27,0.6965,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,"propane-1,2,3-triol",0.25,0.75,257.05,258.093,18.81,0.7906,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,257.09,258.94046,22.63,0.545,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,2-aminoethanol,0.166667,0.833333,257.6,259.12836,17.14,0.8978,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,"propane-1,2,3-triol",0.333333,0.666667,258.15,257.78488,19.53,0.7443,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.143,0.857,258.77,261.3077,18.28,0.8244,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-acetyloxyethyl(trimethyl)azanium;chloride,urea,0.3333,0.6667,259.15,259.18112,24.27,0.4396,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,"ethane-1,2-diol",0.25,0.75,259.85,258.1354,18.81,0.7906,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,butanoic acid,0.2,0.8,260.0,258.62225,17.38,0.8827,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.2,0.8,260.2,259.94687,16.58,0.9339,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.167,0.833,260.46,259.69672,17.98,0.8443,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.285714,0.714286,261.15,259.60257,19.42,0.7515,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;chloride,decanoic acid,0.33,0.67,261.2,263.43594,20.35,0.6916,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.34,0.66,261.71,261.1516,17.97,0.8446,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.25,0.75,262.0,262.04794,17.68,0.8633,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetraethylazanium;bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,262.09,262.35037,24.68,0.413,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.333,0.667,262.28,261.19504,18.24,0.8274,REJECTED_DES_RULE,False,False,True,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.2,0.8,263.0,263.12253,17.72,0.8607,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.166667,0.833333,263.2,263.10004,18.16,0.8324,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,263.55,262.34903,19.49,0.7471,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,263.96,263.96555,17.93,0.847,REJECTED_DES_RULE,False,False,True,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,264.9,262.83798,19.33,0.7571,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,2-aminoethanol,0.25,0.75,265.15,263.06534,17.44,0.879,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.25,0.75,265.19,261.55286,17.31,0.8868,REJECTED_DES_RULE,False,False,True,False,False,False,False,True,,
tetrapropylazanium;bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,265.61,264.63382,26.65,0.2866,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,True,True,,
didodecyl(dimethyl)azanium;chloride,2-phenylacetic acid,0.3333,0.6667,266.15,265.46225,21.33,0.6288,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl-bis(2-hydroxyethyl)-methylazanium;chloride,urea,0.3333,0.6667,267.15,266.72412,26.33,0.3071,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,True,True,,
butyl(trimethyl)azanium;chloride,hexanoic acid,0.2,0.8,267.44,267.44687,17.46,0.8776,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,hexanoic acid,0.3333,0.6667,267.7,269.64517,17.73,0.8601,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
butyl(trimethyl)azanium;chloride,hexanoic acid,0.25,0.75,267.79,266.43814,17.32,0.8867,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrapropylazanium;bromide,"propane-1,2,3-triol",0.2,0.8,268.45,267.11035,19.07,0.7738,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
bis(trifluoromethylsulfonyl)azanide;trimethylsulfanium,formamide,0.4032,0.5968,268.6784,268.3934,18.92,0.7834,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
Xylitol,ChCl,0.333333333,0.666666667,269.15,270.2848,18.6,0.8044,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.111111,0.888889,269.37,263.94376,18.07,0.8385,REJECTED_DES_RULE,False,False,True,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",0.36,0.64,270.0,269.9303,16.48,0.9404,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
Xylitol,ChCl,0.5,0.5,270.15,271.42715,18.52,0.8095,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
bis(trifluoromethylsulfonyl)azanide;trimethylsulfanium,formamide,0.2063,0.7937,271.71,271.5201,20.9,0.6564,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
diethyl(2-hydroxyethyl)azanium;chloride,"propane-1,2,3-triol",0.333333,0.666667,271.82,271.39227,19.33,0.7574,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
benzyl(trimethyl)azanium;chloride,4-methylbenzenesulfonic acid,0.7,0.3,272.15,272.78534,26.81,0.2761,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,True,True,,
methyl(trioctyl)azanium;chloride,decanoic acid,0.33,0.67,273.1,274.04678,21.99,0.5861,REJECTED_DES_RULE,False,True,False,False,False,False,False,True,,
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.333333,0.666667,273.15,273.12006,18.05,0.8393,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,"3,4-dimethylphenol",0.33,0.67,273.16,276.2438,17.0,0.9067,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,87.218,
tetrabutylazanium;bromide,2-aminoethanol,0.142857,0.857143,273.58,272.6291,17.45,0.8782,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,273.65,272.25552,18.46,0.8128,REJECTED_DES_RULE,False,False,True,False,False,False,False,True,,
tetrabutylazanium;bromide,octanoic acid,0.3333,0.6667,273.73,274.36182,20.98,0.6508,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
diethyl(2-hydroxyethyl)azanium;chloride,"propane-1,2,3-triol",0.25,0.75,274.85,274.17157,18.81,0.7906,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
tetrabutylazanium;bromide,(Z)-octadec-9-enoic acid,0.3333,0.6667,275.01,275.91052,21.21,0.6364,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,76.112,
tetraoctylazanium;chloride,decanoic acid,0.33,0.67,275.1,272.12262,21.54,0.6154,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
diethyl(2-hydroxyethyl)azanium;chloride,"propane-1,2,3-triol",0.2,0.8,275.15,275.85577,19.09,0.7727,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,81.516,
benzyl(trimethyl)azanium;chloride,oxalic acid,0.5,0.5,275.15,275.52747,22.15,0.576,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,73.358,
Xylitol,ChCl,0.4,0.6,275.15,274.21237,18.23,0.8282,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.103,0.897,275.362,274.6252,19.05,0.775,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.125,0.875,276.69,276.43137,16.36,0.9484,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,89.052,
bis(trifluoromethylsulfonyl)azanide;trimethylsulfanium,formamide,0.5016,0.4984,276.7626,276.61505,19.47,0.7483,REJECTED_DES_RULE,False,False,True,True,False,False,False,True,61.21,
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.142857,0.857143,276.84,276.7006,16.31,0.9516,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,89.417,
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.166667,0.833333,276.95,274.36716,16.54,0.9363,OUTSIDE_TARGET_RANGE,True,False,False,False,False,False,False,True,,
Xylitol,ChCl,0.6,0.4,277.15,276.7756,19.07,0.7738,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,82.372,
azanium;thiocyanate,acetamide,0.25,0.75,278.15,278.83676,21.4,0.6239,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,78.194,
didodecyl(dimethyl)azanium;chloride,2-hydroxyacetic acid,0.25,0.75,278.15,277.97427,25.03,0.3906,PASS_ROOMTEMP,True,False,False,True,False,False,True,True,68.101,
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.333333,0.666667,278.15,278.2032,18.61,0.8037,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,84.827,
benzyl(triethyl)azanium;chloride,oxalic acid,0.5,0.5,278.15,277.27353,23.63,0.4807,PASS_ROOMTEMP,True,False,False,True,False,False,False,True,71.087,
