Name,solvent_SMILES,CAS,G-score prediction,G-score prediction uncertainty,Relative Energy Difference (RED),Source
N-Methylacetoanilide,CN(C1=CC=CC=C1)C(C)=O,579-10-2,6.639,0.9745,0.9424038412485384,low-fidelity RED
n-Methyl-2-Pyrrolidone (Nmp),CN1C(CCC1)=O,872-50-4,5.642,0.7663,0.0901387818865999,high-fidelity RED
1-Methyl-2-Pyrrole Carboxaldehyde,CN1C=CC=C1C=O,1192-58-1,5.94,1.109,0.37914377220257744,low-fidelity RED
α-Methoxy Acrylonitrile,COC(=C)C#N,24209-93-6,6.178,1.028,0.963392443399884,low-fidelity RED
"Benzene-1,2,4-Tricarboxylic Acid Trimethyl Ester",COC(=O)C1=C(C(=O)OC)C=C(C(=O)OC)C=C1,10/1/59 0:00,7.102,1.193,0.6841966091702002,low-fidelity RED
Methyl Nicotinate,COC(=O)C1=CN=CC=C1,93-60-7,6.941,1.195,0.6174544517614237,low-fidelity RED
"3,4-Dimethoxybenzaldehyde",COC(C=C(C=O)C=C1)=C1OC,120-14-9,6.841,1.088,0.7335700375560605,low-fidelity RED
1-Methoxy-2-Nitrobenzene,COC(C=CC=C1)=C1[N+]([O-])=O,91-23-6,6.025,1.147,0.9006941767325917,high-fidelity RED
Anisic Aldehyde,COC1=CC=C(C=C1)C=O,68894-36-0,7.163,1.077,0.7500000000000006,low-fidelity RED
Para-Anisyl Acetaldehyde,COC1=CC=C(C=C1)CC=O,5703-26-4,7.646,1.1,0.9407443861113391,low-fidelity RED
Meta-Anisaldehyde,COC1=CC=CC(=C1)C=O,591-31-1,7.008,1.03,0.726291952316697,low-fidelity RED
Methoxymethyl Pyrazine,COCC1=NC=CN=C1,63450-30-6,5.906,1.108,0.6408002808988148,low-fidelity RED
Methyl Thiocyanate,CSC#N,556-64-9,5.587,0.707,0.864580823289529,high-fidelity RED
2-(Methyl Thio) Acetaldehyde,CSCC=O,23328-62-3,5.564,0.8895,0.48798053239857836,low-fidelity RED
"2-Methyl Thio-3,5 Or 6-Methyl Pyrazine",CSCC1=NC=CN=C1,67952-65-2,6.202,1.149,0.9721111047611788,low-fidelity RED
4-Methyl Thiobutyraldehyde,CSCCCC=O,42919-64-2,6.179,0.9503,0.9017344398435716,low-fidelity RED
Fluoroacetone,FCC(C)=O,430-51-3,5.87,0.7506,0.7850159234053784,low-fidelity RED
Methyl-α-Cyanoacrylate,N#C/C(=C)C(=O)OC,137-05-3,6.004,1.085,0.6749999999999997,low-fidelity RED
Cis-Crotonitrile,N#C\C=C/C,1190-76-7,5.659,0.9523,0.7022285952594063,low-fidelity RED
5-Methylpyrimidine,n1cc(cnc1)C,2036-41-1,5.993,0.9476,0.7035623639735143,low-fidelity RED
5-(Dimethylamino)Pyrimidine,n1cc(N(C)C)cnc1,,5.773,1.11,0.968891118753805,low-fidelity RED
2-Methylpyrimidine,n1cccnc1C,5053-43-0,5.925,1.041,0.7035623639735143,low-fidelity RED
2-(Dimethylamino)Pyrimidine,n1cccnc1N(C)C,2/3/21 0:00,5.775,1.053,0.968891118753805,low-fidelity RED
"Hexanenitrile, 6-Amino-",NCCCCCC#N,2432-74-8,6.382,1.075,0.901734439843572,low-fidelity RED
Dimethyl Sulfite,O(C)S(=O)OC,616-42-2,5.911,0.9088,0.6619101147436861,low-fidelity RED
Prometone,O(c1nc(nc(n1)NC(C)C)NC(C)C)C,1610-18-0,6.922,1.091,0.4589389937671457,low-fidelity RED
Atratone,O(c1nc(nc(n1)NC(C)C)NCC)C,1610-17-9,7.54,1.185,0.5573374202401989,low-fidelity RED
Secbumeton,O(c1nc(nc(n1)NC(C)CC)NCC)C,26259-45-0,7.036,1.277,0.7123903424387504,low-fidelity RED
Simetone,O(c1nc(nc(n1)NCC)NCC)C,673-04-1,7.16,1.085,0.9486832980505139,low-fidelity RED
2-Methoxypyrimidine,O(c1ncccn1)C,931-63-5,6.239,1.034,0.5250000000000002,low-fidelity RED
2-Methoxypyrazine,O(c1nccnc1)C,3149-28-8,5.869,1.151,0.5250000000000002,low-fidelity RED
2-Ethoxypyrazine,O(c1nccnc1)CC,38028-67-0,6.088,1.227,0.4769696007084731,low-fidelity RED
Chocolate Pyrazine A,O(c1nccnc1C)C,68378-13-2,6.169,1.18,0.5857687256929986,low-fidelity RED
"Ethyl 3,5-Dinitrobenzoate",O=[N+]([O-])c1cc(cc([N+]([O-])=O)c1)C(=O)OCC,618-71-3,6.646,1.172,0.7407766195014533,low-fidelity RED
"1,3-Butanediol Dinitrate",O=[N+]([O-])OC(CCO[N+](=O)[O-])C,6423-44-5,6.275,1.1,0.7228416147400477,low-fidelity RED
"2,3-Dimethoxylbenzaldehyde",O=C([H])C1=C(OC)C(OC)=CC=C1,86-51-1,6.91,1.144,0.7335700375560605,low-fidelity RED
"2,4-Dimethoxylbenzaldehyde",O=C([H])C1=C(OC)C=C(OC)C=C1,613-45-6,7.18,1.069,0.7335700375560605,low-fidelity RED
"N,N-Dimethylacrylamide",O=C(\C=C)N(C)C,3/7/80 0:00,5.757,0.8796,0.6204836822995422,low-fidelity RED
N(Isobutoxymethyl)Acrylamide,O=C(\C=C)NCOCC(C)C,16669-59-3,6.961,1.028,0.7504165509901816,low-fidelity RED
Methyl 4-Methoxybenzoate,O=C(C(C=C1)=CC=C1OC)OC,121-98-2,8.048,1.083,0.9902651160169178,low-fidelity RED
Barbital ,O=C(C(CC)(CC)C(N1)=O)NC1=O,57-44-3,6.37,1.164,0.9072623655812027,low-fidelity RED
"N,N-Diethylacetoacetamide",O=C(C)CC(=O)N(CC)CC,2235-46-3,6.083,0.9024,0.5442885264269312,low-fidelity RED
Ethyl 4-Nitrobenzoate,O=C(C1=CC=C([N+]([O-])=O)C=C1)OCC,99-77-4,7.275,1.15,0.6754628043053151,low-fidelity RED
Ethyl 2-Furoate ,O=C(C1=CC=CO1)OCC,614-99-3,7.996,1.155,0.9594920531197743,low-fidelity RED
2-Hydroxy-4-Dodecyloxy-Benzophenone,O=C(c1ccccc1)c2ccc(OCCCCCCCCCCCC)cc2O,2985-59-3,7.59,1.264,0.9424038412485382,low-fidelity RED
2-Acetylpyrazine,O=C(c1nccnc1)C,22047-25-2,7.15,1.219,0.6819090848492932,low-fidelity RED
"1,4-Cyclohexanedione",O=C(CC1)CCC1=O,637-88-7,6.815,0.8337,0.8806957476904262,low-fidelity RED
Glutaric Anhydride,O=C(CCC1)OC1=O,108-55-4,6.301,0.9293,0.9089829481348923,low-fidelity RED
Dexamethasone,O=C(CO)[C]3(O)[C]2(C[C@H](O)[C]4(F)[C]/1(\C(=C/C(=O)\C=C\1)C\C[C@H]4[C@@H]2C[C@H]3C)C)C,50-02-2,7.826,1.534,0.9772410142846035,low-fidelity RED
Prednisone,O=C(CO)[C]3(O)CC[C@H]2[C@@H]4CC\C1=C\C(=O)\C=C/[C]1(C)[C@H]4C(=O)C[C]23C,53-03-2,7.739,1.396,0.8821139382188672,low-fidelity RED
Cortisone,O=C(CO)[C]3(O)CC[C@H]2[C@@H]4CC\C1=C\C(=O)CC[C]1(C)[C@H]4C(=O)\C[C]23C,53-06-5,7.609,1.365,0.8746427842267946,low-fidelity RED
Hydrocortisone,O=C(CO)C3(O)C2(CC(O)C4C1(/C(=C\C(=O)CC1)CCC4C2CC3)C)C,50-23-7,7.525,1.496,0.9424038412485379,low-fidelity RED
"N,N-Dimethylpropanamide",O=C(N(C)C)CC,758-96-3,5.888,0.8034,0.7365459931328114,low-fidelity RED
Tebuthiuron,O=C(N(c1nnc(s1)C(C)(C)C)C)NC,34014-18-1,6.026,1.184,0.5437140792732885,low-fidelity RED
Atenolol,O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,29122-68-7,9.162,1.411,0.9076067430335676,low-fidelity RED
Diethyl Carbamazine,O=C(N1CCN(C)CC1)N(CC)CC,90-89-1,5.794,1.157,0.9672771061076548,low-fidelity RED
n-sec-Butylacetamide,O=C(NC(C)CC)C,1189-05-5,6.563,1.062,0.748331477354788,low-fidelity RED
N-Methylbenzamide,O=C(NC)c1ccccc1,613-93-4,6.084,1.054,0.8189169677079594,low-fidelity RED
N-Methyl Propionamide,O=C(NC)CC,1187-58-2,6.165,1.011,0.9594920531197745,low-fidelity RED
N-Methylpentanamide,O=C(NC)CCCC,10/1/25 0:00,6.684,0.9606,0.7176350047203662,low-fidelity RED
Lidocaine,O=C(Nc1c(cccc1C)C)CN(CC)CC,137-58-6,6.264,1.248,0.9721111047611792,low-fidelity RED
3-Trifluoromethylacetanilide,O=C(Nc1cc(ccc1)C(F)(F)F)C,351-36-0,5.869,1.163,0.6123724356957944,low-fidelity RED
3-Trifluoromethylphenylurea,O=C(Nc1cc(ccc1)C(F)(F)F)N,13114-87-9,5.984,1.105,0.9357483636106448,low-fidelity RED
p-Anisidine-n-Acetate,O=C(Nc1ccc(OC)cc1)C,51-66-1,8.001,1.083,0.933072880326076,low-fidelity RED
Acebutolol,O=C(Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C)CCC,37517-30-9,8.698,1.398,0.50062460986252,low-fidelity RED
Practolol,O=C(Nc1ccc(OCC(O)CNC(C)C)cc1)C,6673-35-4,8.736,1.333,0.7158910531638176,low-fidelity RED
3-Fluoroacetanilide,O=C(Nc1cccc(F)c1)C,351-28-0,6.251,1.091,0.579331511312824,low-fidelity RED
Butyranilide,O=C(Nc1ccccc1)CCC,1129-50-6,7.615,1.091,0.673145600891813,low-fidelity RED
o-Acetoacetotoluidide,O=C(Nc1ccccc1C)CC(=O)C,93-68-5,7.221,1.198,0.6133922073192645,low-fidelity RED
Siduron,O=C(NC1CCCCC1C)Nc2ccccc2,1982-49-6,6.995,1.139,0.9006941767325911,low-fidelity RED
Isouron,O=C(Nc1noc(c1)C(C)(C)C)N(C)C,55861-78-4,6.385,1.18,0.5226136240091718,low-fidelity RED
Isoxaben,O=C(Nc1onc(c1)C(CC)(C)CC)c2c(OC)cccc2OC,82558-50-7,7.651,1.413,0.8678277478854889,low-fidelity RED
n-Isobutylacetamide,O=C(NCC(C)C)C,1540-94-9,6.614,0.977,0.747495819386303,low-fidelity RED
N-Ethylbenzamide,O=C(NCC)c1ccccc1,614-17-5,6.59,1.01,0.5921359641163507,low-fidelity RED
Capsaicin,O=C(NCc1cc(OC)c(O)cc1)CCCC/C=C/C(C)C,404-86-4,9.039,1.434,0.27041634565979905,low-fidelity RED
n-Propylacetamide,O=C(NCCC)C,5331-48-6,6.155,0.9528,0.6543126164151196,low-fidelity RED
"2-Propenamide,_n-(Butoxymethyl)-",O=C(NCOCCCC)\C=C,1852-16-0,6.563,0.97,0.673145600891813,low-fidelity RED
n-Carbobenzoxyproline,O=C(O)C2N(C(=O)OCc1ccccc1)CCC2,1148-11-4,7.664,1.222,0.6269968101992226,low-fidelity RED
Methomyl,O=C(O\N=C(\SC)C)NC,16752-77-5,5.927,1.039,0.41306779104645747,low-fidelity RED
Aldicarb,O=C(O\N=C\C(SC)(C)C)NC,116-06-3,5.975,1.152,0.7017834423809095,low-fidelity RED
(S)-Boc-Piperazine,O=C(OC(C)(C)C)N1C[C@@H](NCC1)C,147081-29 -6,5.574,1.356,0.8400148808205722,low-fidelity RED
Rac-Boc-Piperazine,O=C(OC(C)(C)C)N1CCNCC1,57260-71-6,5.618,1.237,0.650480591562884,low-fidelity RED
Dimethyl Terephthalate,O=C(OC)C1=CC=C(C(OC)=O)C=C1,120-61-6,7.013,0.9442,0.7619875327064084,low-fidelity RED
Methyl 2-Nitrobenzoate,O=C(OC)C1=CC=CC=C1[N+]([O-])=O,606-27-9,6.632,1.097,0.7623975340988455,low-fidelity RED
Dimethyl Phthalate,O=C(OC)C1=CC=CC=C1C(OC)=O,131-11-3,6.928,0.8976,0.6750000000000002,high-fidelity RED
Methyl 5-Pyrimidinecarboxylate,O=C(OC)c1cncnc1,34253-01-5,6.838,1.126,0.36486298798316025,low-fidelity RED
Methyl 2-Pyrimidinecarboxylate,O=C(OC)c1ncccn1,34253-03-7,7.007,1.116,0.36486298798316025,low-fidelity RED
Methyl 2-Pyrazinecarboxylate,O=C(OC)c1nccnc1,6164-79-0,7.112,1.235,0.36486298798316025,low-fidelity RED
p-Acetoxyacetanilide,O=C(Oc1ccc(cc1)NC(=O)C)C,2623-33-8,7.552,1.085,0.9017344398435719,low-fidelity RED
Desmedipham,O=C(Oc1cccc(c1)NC(=O)OCC)Nc2ccccc2,13684-56-5,7.2,1.28,0.9604686356149267,low-fidelity RED
Propoxur (Baygon),O=C(Oc1ccccc1OC(C)C)NC,114-26-1,7.098,1.177,0.9877373132569207,low-fidelity RED
Cortisone Acetate,O=C(OCC(=O)[C]3(O)CC[C@H]2[C@@H]4CC\C1=C\C(=O)CC[C]1(C)[C@H]4C(=O)C[C]23C)C,50-04-4,7.841,1.435,0.9182183836103472,low-fidelity RED
Malaoxon,O=C(OCC)C(SP(=O)(OC)OC)CC(=O)OCC,1634-78-2,5.917,1.113,0.6670832032063168,low-fidelity RED
Diethyl Phthalate,O=C(OCC)C1=CC=CC=C1C(OCC)=O,84-66-2,7.491,0.9544,0.8891709621889369,high-fidelity RED
Monoethyl Phthalate (Mep),O=C(OCC)c1ccccc1C(=O)O,2306-33-4,7.085,0.9937,0.981070843517429,low-fidelity RED
Ethyl 2-Pyrimidinecarboxylate,O=C(OCC)c1ncccn1,,7.51,1.078,0.25617376914898976,low-fidelity RED
Ethyl 2-Pyrazinecarboxylate,O=C(OCC)c1nccnc1,6924-68-1,7.632,1.241,0.25617376914898976,low-fidelity RED
Ethyl p-Anisoylacetate,O=C(OCC)CC(=O)c1ccc(OC)cc1,2881-83-6,8.148,1.191,0.9516433155337137,low-fidelity RED
Ethyl Chloroformate,O=C(OCC)Cl,541-41-3,6.113,0.8094,0.8746427842267958,high-fidelity RED
Ethyl-N-Methyl Carbamate,O=C(OCC)NC,105-40-8,6.358,0.9491,0.7988272654335224,low-fidelity RED
Ethyl Carbanilate ,O=C(OCC)NC1=CC=CC=C1,101-99-5,7.389,1.041,0.9594920531197743,low-fidelity RED
Prednisolone,O=C\1\C=C/[C]4(/C(=C/1)CC[C@@H]2[C@@H]4[C@@H](O)C[C]3([C](O)(C(=O)CO)CC[C@@H]23)C)C,50-24-8,7.756,1.462,0.988053642268475,low-fidelity RED
4-Pyridinol,O=C\1\C=C/N/C=C/1,626-64-2,6.96,1.004,0.6708203932499366,low-fidelity RED
3-Formyl-6-Isopropylchromone,O=C\1c2c(O/C=C/1C=O)ccc(c2)C(C)C,49619-58-1,6.786,1.213,0.6051859218455107,low-fidelity RED
5-Methyl-3(2H)-Furanone,O=C\1COC(/C)=C/1,3511-32-8,6.88,1.065,0.4031128874149271,low-fidelity RED
Metribuzin,O=C1/C(=N\N=C(\SC)N1N)C(C)(C)C,21087-64-9,7.256,1.046,0.5024937810560448,low-fidelity RED
Creatinine,O=C1/N=C(/N)N(C)C1,60-27-5,6.852,1.003,0.6982120021884474,low-fidelity RED
"2,4(1H,3H)-Pyrimidinedione, 5-Bromo-6-Methyl-3-(1-Methylprop",O=C1C(\Br)=C(/NC(=O)N1C(CC)C)C,314-40-9,6.891,1.358,0.6051859218455099,low-fidelity RED
Uracil,O=C1C(\N(CCCl)CCCl)=C/NC(=O)N1,66-75-1,5.881,1.222,0.71632743909472,low-fidelity RED
2-Chlorocyclohexanone,O=C1C(Cl)CCCC1,822-87-7,6.336,1.003,0.5921359641163506,high-fidelity RED
Cyrene,O=C1C(OC2)OC2CC1,53716-82-8,6.965,0.7959,0.4834769901453421,low-fidelity RED
2-Cyclopenten-1-One,O=C1C=CCC1,930-30-3,6.508,0.9686,0.6184658438426487,low-fidelity RED
Cyclobutanone,O=C1CCC1,1191-95-3,6.458,0.8188,0.49749371855331004,high-fidelity RED
Cyclopentanone,O=C1CCCC1,120-92-3,7.023,0.7057,0.45345892868042637,high-fidelity RED
Cycloheptanone,O=C1CCCCCC1,502-42-1,7.224,0.7114,0.7648529270389179,high-fidelity RED
2-Piperidinone,O=C1CCCCN1,675-20-7,6.495,1.068,0.6633249580710798,low-fidelity RED
2-Pyrrolidone,O=C1CCCN1,616-45-5,6.344,0.9969,0.5099019513592784,high-fidelity RED
N-n-Butyl Pyrrolidone,O=C1CCCN1CCCC,3470-98-2,5.923,0.9192,0.65431261641512,high-fidelity RED
n-Vinylpyrrolidone,O=C1N(\C=C)CCC1,25249-54-1,5.734,0.9439,0.9182183836103478,low-fidelity RED
"1,3-Dimethyluracil",O=C1N(C(=O)\C=C/N1C)C,874-14-6,6.265,1.123,0.9604686356149273,low-fidelity RED
Metharbital,O=C1N(C(=O)NC(=O)C1(CC)CC)C,50-11-3,6.203,1.212,0.3944933459514876,low-fidelity RED
"1,3-Dimethylimidazolidin-2-One",O=C1N(C)CCN1C,80-73-9,6.386,0.7431,0.7211102550927979,low-fidelity RED
Isocil,O=C1N/C(=C(/Br)C(=O)N1C(C)C)C,314-42-1,6.377,1.203,0.4479118216792229,low-fidelity RED
Terbacil,O=C1N/C(=C(/Cl)C(=O)N1C(C)(C)C)C,5902-51-2,5.78,1.294,0.8003905296791061,low-fidelity RED
Ethosuximide,O=C1NC(=O)CC1(C)CC,77-67-8,6.469,1.163,0.4038873605350877,low-fidelity RED
Vinbarbital,O=C1NC(=O)NC(=O)C1(\C=C)C(C)CCC,2430-49-1,6.444,1.29,0.555090082779363,low-fidelity RED
5-Ethyl-5-Isopropylbarbituric Acid {Probarbital},O=C1NC(=O)NC(=O)C1(C(C)C)CC,76-76-6,6.804,1.134,0.2549509756796395,low-fidelity RED
Butabarbital,O=C1NC(=O)NC(=O)C1(C(C)CC)CC,125-40-6,6.751,1.213,0.353553390593274,low-fidelity RED
Pento Barbital,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC,76-74-4,6.174,1.248,0.5297405025104274,low-fidelity RED
5-Ethyl-5-(2-Methylbutyl)-Barbituric Acid {Pentobarbital},O=C1NC(=O)NC(=O)C1(CC(C)CC)CC,36082-56-1,6.629,1.303,0.49307707308290005,low-fidelity RED
Amobarbital,O=C1NC(=O)NC(=O)C1(CCC(C)C)CC,57-43-2,6.474,1.2,0.4430011286667334,low-fidelity RED
5-Ethyl-5-Propylbarbituric Acid,O=C1NC(=O)NC(=O)C1(CCC)CC,33376-25-9,6.228,1.175,0.4808846015417835,low-fidelity RED
5-Butyl-5-Ethylbarbituric Acid {Butobarbital} {Butetal},O=C1NC(=O)NC(=O)C1(CCCC)CC,77-28-1,6.519,1.172,0.5573374202401987,low-fidelity RED
5-Ethyl-5-Pentylbarbituric Acid,O=C1NC(=O)NC(=O)C1(CCCCC)CC,115-58-2,6.603,1.172,0.5640257086339241,low-fidelity RED
Tetrahydromethylphthalic Anhydride,O=C1OC(=O)/C2=C/CCCC12C,11070-44-3,6.488,1.302,0.5315072906367324,low-fidelity RED
β-Butyrolactone,O=C1OC(C)C1,3068-88-0,7.38,0.9889,0.6329494450586082,low-fidelity RED
4-Ethyloxazolidine-2-One,O=C1OCC(N1)CC,16112-60-0,7.036,1.128,0.6229967897188554,low-fidelity RED
3-Ethyloxazolidine-2-One,O=C1OCCN1CC,5261-18-7,6.299,1.115,0.41533119314590383,low-fidelity RED
5-Methoxy-1-Tetralone,O=C2c1cccc(OC)c1CCC2,1458-98-6 ,6.438,1.235,0.9490126448051148,low-fidelity RED
Metamitron,O=C2N(/C(=N\N=C2\c1ccccc1)C)N,41394-05-2,6.668,0.9691,0.461654632815485,low-fidelity RED
Chloroacetamide,O=C2OC(COc1c(OC)cccc1)CN2,70-07-2,7.912,1.352,0.9797958971132718,low-fidelity RED
Rofecoxib,O=C2OCC(=C2\c1ccccc1)\c3ccc(cc3)S(=O)(=O)C,162011-90-7,6.806,1.238,0.94505290857179,low-fidelity RED
o-Nitrobenzaldehyde,O=CC(C=CC=C1)=C1[N+]([O-])=O,552-89-6,6.099,1.076,0.898610037780571,low-fidelity RED
Anisaldehyde (2-Methoxy Benzaldehyde),O=CC(C=CC=C1)=C1OC,135-02-4,7.081,1.064,0.7721722605740244,high-fidelity RED
"2,5-Dimethoxybenzaldehyde",O=CC1=CC(OC)=CC=C1OC,93-02-7,7.151,1.199,0.7335700375560605,low-fidelity RED
p-Anisaldehyde,O=CC1=CC=C(OC)C=C1,123-11-5,7.163,1.077,0.7500000000000006,low-fidelity RED
2-Pyridinecarboxaldehyde,O=Cc1ncccc1,1121-60-4,6.75,1.038,0.7818247885555939,low-fidelity RED
Glutaraldehyde,O=CCCCC=O,111-30-8,6.177,0.837,0.6694213919497942,low-fidelity RED
3-(Methylmercapto)Propanal,O=CCCSC,3268-49-3,5.905,0.9223,0.7386643351347079,low-fidelity RED
"Formamide, N-Methyl-n-Phenyl-",O=CN(C1=CC=CC=C1)C,93-61-8,6.011,0.9361,0.7636262174650633,low-fidelity RED
Mevinphos,O=P(O/C(=C/C(=O)OC)C)(OC)OC,7786-34-7,5.683,1.185,0.8325412902673355,low-fidelity RED
Tricresyl Phosphate,O=P(OC2=C(C)C=CC=C2)(OC3=C(C)C=CC=C3)OC1=C(C)C=CC=C1,1330-78-5,5.772,1.103,0.8038967595406763,high-fidelity RED
Fenamiphos,O=P(OCC)(Oc1ccc(SC)c(c1)C)NC(C)C,22224-92-6,6.184,1.436,0.6072478900745566,low-fidelity RED
Diethyl-6-Methyl-2-(1-Methylethyl)-4-Pyrimidinyl Ester Phosp,O=P(OCC)(OCC)Oc1nc(nc(c1)C)C(C)C,962-58-3,6.946,1.481,0.7470776398741968,low-fidelity RED
IBP,O=P(SCc1ccccc1)(OCC)OCC,13286-32-3,6.093,0.9624,0.4007804885470346,low-fidelity RED
"N,N-Dimethylbenzenesulfonamide",O=S(=O)(N(C)C)c1ccccc1,14417-01-7,6.336,1.034,0.20766559657295156,low-fidelity RED
Probenecid,O=S(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1,57-66-9,6.534,1.346,0.44791182167922267,low-fidelity RED
Valdecoxib (S),O=S(=O)(N)c3ccc(c2c(onc2c1ccccc1)C)cc3,181695-72-7,6.155,1.383,0.8533024082938006,low-fidelity RED
N-Methylbenzenesulfonamide,O=S(=O)(NC)c1ccccc1,5183-78-8,5.951,1.053,0.8605957239029254,low-fidelity RED
Sotalol,O=S(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C,3930-20-9,7.769,1.256,0.9450529085717899,low-fidelity RED
N-n-Butyl Benzenesulfonamide,O=S(=O)(NCCCC)c1ccccc1,3622-84-2,6.161,1.05,0.12247448713915919,low-fidelity RED
Aldicarb,O=S(C(\C=N\OC(=O)NC)(C)C)C,1646-87-3,6.139,1.251,0.8580501150865256,low-fidelity RED
Methyl Phenyl Sulfoxide,O=S(c1ccccc1)C,1193-82-4,6.807,0.9375,0.8038967595406757,low-fidelity RED
Di-Isobutyl Sulfoxide,O=S(CC(C)C)CC(C)C,3085-40-3,6.521,0.9327,0.9559027147152577,high-fidelity RED
Diethyl Sulphoxide,O=S(CC)CC,70-29-1,6.156,0.9056,0.4227883631321938,low-fidelity RED
Ethyl p-Toluenesulfonate,O=S(OCC)(C1=CC=C(C)C=C1)=O,80-40-0,6.41,1.009,0.5031152949374527,low-fidelity RED
Tetrahydro-2H-Pyran-2-One,O1CCCCC1=O,542-28-9,6.867,0.9726,0.41003048667141845,low-fidelity RED
Terbutryne,S(c1nc(nc(n1)NC(C)(C)C)NCC)C,886-50-0,6.315,1.113,0.6950719387228917,low-fidelity RED
Prometryne,S(c1nc(nc(n1)NC(C)C)NC(C)C)C,7287-19-6,6.444,1.053,0.7057797106746553,low-fidelity RED
Dipropretryn,S(c1nc(nc(n1)NC(C)C)NC(C)C)CC,4147-51-7,6.856,1.193,0.761987532706408,low-fidelity RED
2-Ethylamino-4-Isopropylamino-6-Methylthio-S-Trizaine(Ametryne),S(c1nc(nc(n1)NC(C)C)NCC)C,834-12-8,7.065,1.158,0.8234834546000301,low-fidelity RED
