Name,solvent_SMILES,CAS,G-score prediction,G-score prediction uncertainty,Relative Energy Difference (RED),Source
3-Hydroxy-2-Methyl-Propanal,O=CC(C)CO,38433-80-6,7.236,0.8201,0.9103570728016567,low-fidelity RED
"2,4-Dimethyl-2,3-Pentanediol",OC(C(C)C)C(O)(C)C,66225-53-4,6.331,0.8849,0.9027735042633895,low-fidelity RED
2-Methylbutanoic Acid,OC(C(CC)C)=O,600-07-7,6.418,0.8153,0.9017344398435715,low-fidelity RED
"Cyclohexane-1,4-Dicarboxylic Acid",OC(C(CC1)CCC1C(O)=O)=O,1076-97-7,5.655,0.9222,0.9100137361600643,low-fidelity RED
"2,4-Dimethyl-2,4-Pentanediol",OC(C)(C)CC(O)(C)C,24892-49-7,6.296,0.8757,0.9711462299777512,low-fidelity RED
2-Propanol,OC(C)C,67-63-0,6.387,0.7035,0.6388466169590316,high-fidelity RED
Trilactic Acid,OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)O,78024-33-6,7.313,1.02,0.7717674520216565,low-fidelity RED
"2,3-Pentanediol",OC(C)C(O)CC,42027-23-6,6.465,1.035,0.6543126164151196,low-fidelity RED
"2,3-Hexanediol",OC(C)C(O)CCC,617-30-1,6.318,0.9901,0.419821390593666,low-fidelity RED
(+)-2-Butanol,OC(C)CC,4221-99-2,6.687,0.7341,0.9154916711800276,low-fidelity RED
Propylene Glycol Monomethyl Ether,OC(C)COC,107-98-2,6.549,0.8297,0.9940447676035522,high-fidelity RED
"2-Methyl-2,3-Pentanediol",OC(CC)C(O)(C)C,7795-80-4,6.723,0.8751,0.428660704987056,low-fidelity RED
"2-Methyl-2,4-Hexanediol",OC(CC)CC(O)(C)C,66225-35-2,6.412,0.9447,0.6675514961409341,low-fidelity RED
2-Hydroxy Caproic Acid,OC(CCCC)C(O)=O,6064-63-7,6.447,1.062,0.7909646009778188,low-fidelity RED
"Adipic Acid (1,6-Hexanedioic)",OC(CCCCC(O)=O)=O,124-04-9,6.72,0.8047,0.7814249804043898,high-fidelity RED
Pimelic Acid ,OC(CCCCCC(O)=O)=O,111-16-0,6.665,0.837,0.5749999999999992,low-fidelity RED
Octanedioic Acid,OC(CCCCCCC(O)=O)=O,505-48-6,6.665,0.837,0.44721359549995815,low-fidelity RED
"3-(3-Methylbutoxy)Propane-1,2-Diol",OC(CO)COCCC(C)C,627-92-9,7.393,1.108,0.5414101956926928,low-fidelity RED
"3-Butoxy-1,2-Propanediol",OC(CO)COCCCC,624-52-2,7.594,1.045,0.3816084380618433,low-fidelity RED
"1-Propanol, 1-Methoxy-",OC(OC)CC,28677-93-2,6.141,0.9523,0.7232738070744719,low-fidelity RED
Cyclobutanol,OC1CCC1,2919-23-5,6.543,0.8977,0.8253787009609582,low-fidelity RED
Methyl Glycolate,OCC(=O)OC,96-35-5,6.969,0.872,0.977560739800858,low-fidelity RED
"2,2-Dimethyl-1,3-Butanediol",OCC(C(O)C)(C)C,76-35-7,7.039,0.9599,0.5414101956926928,low-fidelity RED
"2-Ethyl-1,2-Hexanediol",OCC(C(O)CCC)CC,94-96-2,6.918,0.9527,0.7110731326663944,low-fidelity RED
"2,2-Dimethyl-1,3-Pentanediol",OCC(C)(C)C(O)CC,2157-31-5,6.639,0.9271,0.532681893816563,low-fidelity RED
"2-Methyl-2-Ethyl-1,3-Propanediol",OCC(C)(CC)CO,77-84-9,6.018,0.9536,0.652399417534994,low-fidelity RED
"2-Methyl-2-Propyl-1,3-Propanediol",OCC(C)(CCC)CO,78-26-2,5.487,0.9345,0.6284902544988269,low-fidelity RED
"2,3-Dimethyl-1,2-Butanediol",OCC(C)(O)C(C)C,66553-15-9,6.772,0.9822,0.6604922406811454,low-fidelity RED
"2-Methyl-1,3-Butanediol",OCC(C)C(O)C,684-84-4,7.198,0.8329,0.9069178573608526,low-fidelity RED
"2-Methyl-1,3-Pentanediol",OCC(C)C(O)CC,149-31-5,6.995,0.8878,0.5662375826453065,low-fidelity RED
2-Chloro-1-Propanol,OCC(C)Cl,78-89-7,6.375,0.8508,0.6504805915628844,low-fidelity RED
"2,4-Diethyl-1,5-Pentanediol",OCC(CC(CC)CO)CC,57987-55-0,7.288,0.8406,0.6368869601428495,low-fidelity RED
"Ethanol, 2,2-Dichloro-",OCC(Cl)Cl,598-38-9,6.296,0.7672,0.9027735042633898,low-fidelity RED
"2,2-Diethyl-1,3-Propanediol",OCC(CO)(CC)CC,115-76-4,5.74,0.8451,0.5390964663211955,low-fidelity RED
2-Amino-1-Propanol,OCC(N)C,78-91-1,7.239,0.8081,0.9222933372848364,low-fidelity RED
"3-Methyl-1,2-Butanediol",OCC(O)C(C)C,50468-22-9,7.053,0.886,0.5086747487343949,low-fidelity RED
"1,2-Pentanediol",OCC(O)CCC,5343-92-0,6.772,0.9031,0.7909646009778188,low-fidelity RED
"1,2-Hexanediol",OCC(O)CCCC,6920-22-5,7.38,0.9856,0.7673004626611402,low-fidelity RED
"1,2-Heptanediol",OCC(O)CCCCC,3710-31-4,7.435,0.9897,0.5963430220938285,low-fidelity RED
"1,2-Undecanediol",OCC(O)CCCCCCCCC,13006-29-6,7.38,0.9965,0.8314144574157942,low-fidelity RED
3-Oxohexanoic Acid Diglyceride,OCC(O)COC(=O)CC(=O)CCC,91052-72-1,7.981,1.235,0.9069178573608526,low-fidelity RED
3-Oxodecanoic Acid Glyceride,OCC(O)COC(=O)CC(=O)CCCCCCCCC,91052-70-9,8.448,1.241,0.9633924433998845,low-fidelity RED
"3-Allyloxy-1,2-Propanediol",OCC(O)COC\C=C,123-34-2,7.427,1.079,0.5390964663211958,low-fidelity RED
Tripropylene Glycol,OCC(OCC(OCC(O)C)C)C,24800-44-0,7.275,1.036,0.7553972464869066,low-fidelity RED
2-Propyn-1-ol,OCC#C,107-19-7,6.113,0.8518,0.9594920531197746,high-fidelity RED
Furfuryl Alcohol,OCC1=CC=CO1,98-00-0,7.706,0.9757,0.7163274390947194,high-fidelity RED
"2,2-Dimethyl-1,4-Butanediol",OCCC(C)(C)CO,32812-23-0,6.153,0.8863,0.45961940777125554,low-fidelity RED
"3-Methyl-1,5-Pentanediol",OCCC(C)CCO,4457-71-0,7.311,0.7719,0.7516648189186447,low-fidelity RED
"1,3-Pentanediol",OCCC(O)CC,3174-67-2,7.125,0.9469,0.7826237921249264,low-fidelity RED
"1,3-Hexanediol",OCCC(O)CCC,21531-91-9,7.162,0.8905,0.5105144464165533,low-fidelity RED
"1,3-Octanediol",OCCC(O)CCCCC,23433-05-8,7.825,0.9765,0.5623610939600999,low-fidelity RED
"1,3-Undecanediol",OCCC(O)CCCCCCCC,6071-32-5,7.769,0.981,0.8463155439905375,low-fidelity RED
3-Methoxy Butanol,OCCC(OC)C,2517-43-3,7.663,0.9761,0.857321409974112,high-fidelity RED
"2,2-Dimethyl-1,5-Pentanediol",OCCCC(C)(C)CO,3121-82-2,6.89,0.9107,0.2958039891549808,low-fidelity RED
"1,4-Hexanediol",OCCCC(O)CC,16432-53-4,7.662,1.005,0.44229515032385364,low-fidelity RED
"1,4-Heptanediol",OCCCC(O)CCC,40646-07-9,7.7,0.9399,0.44860896112315934,low-fidelity RED
"1,4-Undecanediol",OCCCC(O)CCCCCCC,E16487,7.939,0.9442,0.9414085191881361,low-fidelity RED
"1,5-Hexanediol",OCCCCC(O)C,928-40-5,8.5,0.9444,0.5338539126015657,low-fidelity RED
Hydroxycaproic Acid,OCCCCCC(=O)O,1191-25-9,7.952,0.8727,0.6932712311931022,low-fidelity RED
"1,11-Undecanediol",OCCCCCCCCCCCO,765-04-8,7.59,0.7067,0.9124143795447328,low-fidelity RED
"1,10-Decanediol",OCCCCCCCCCCO,112-47-0,7.59,0.7067,0.7499999999999999,low-fidelity RED
"1,8-Octanediol",OCCCCCCCCO,629-41-4,7.59,0.7067,0.4596194077712562,low-fidelity RED
"1,7-Heptanediol",OCCCCCCCO,629-30-1,7.59,0.7067,0.427931069215592,low-fidelity RED
3-Chloro-1-Propanol,OCCCCl,627-30-5,6.782,0.8563,0.9791578013783069,high-fidelity RED
"1-Butanol , 4-Methoxy-",OCCCCOC,111-32-0,6.836,0.8835,0.8989577298182602,low-fidelity RED
3-Ethoxypropan-1-ol,OCCCOCC,111-35-3,7.127,0.8551,0.8359126748650246,low-fidelity RED
Dipropylene Glycol,OCCCOCCCO,2396-61-4,7.823,0.7901,0.9370832406995655,high-fidelity RED
Methylethanolamine,OCCNC,109-83-1,6.916,0.9429,0.5460082416960389,low-fidelity RED
"Ethanol, 2-(Ethylamino)-",OCCNCC,110-73-6,6.761,0.9628,0.3172144385112379,low-fidelity RED
Ethylene Glycol Monoisopropyl Ether,OCCOC(C)C,109-59-1,7.185,0.7879,0.4750000000000001,high-fidelity RED
Diethylene Glycol Monomethyl Ether,OCCOCCOC,111-77-3,6.254,0.7537,0.6164414002968976,high-fidelity RED
Vinyl Carbitol,OCCOCCOC=C,929-37-3,7.04,0.9089,0.37831864876053883,high-fidelity RED
Triethylene Glycol Monomethyl Ether,OCCOCCOCCOC,112-35-6,6.254,0.7537,0.6504805915628843,high-fidelity RED
Tetraethylene Glycol,OCCOCCOCCOCCO,112-60-7,7.452,0.6907,0.4153311931459035,low-fidelity RED
Cyclohexyl Peroxide,OOC1CCCCC1,766-07-4,6.229,0.9027,0.7433034373659246,low-fidelity RED
n-Butylhydroperoxide,OOCCCC,4813-50-7,6.293,0.8218,0.4220485754033533,low-fidelity RED
